[0.0],[0.0],[0.0]
[-0.005119741815263649],[0.03152349842727143],[-0.0004285714285714286]
[-0.010568761581397263],[0.056044497535502925],[-0.0009986932364571678]
[-0.01618975918953938],[0.07567411654314951],[-0.0016665294084280606]
[-0.021878644580087776],[0.09189389525334449],[-0.0024012692121110368]
[-0.027576472663251052],[0.1056495685385522],[-0.0031833055331147563]
[-0.03325036190488799],[0.1175538159184484],[-0.003999946484952505]
[-0.038881690927690477],[0.12801929363700143],[-0.004842627802115725]
[-0.04445978456840517],[0.13733523009092707],[-0.005705325357768673]
[-0.04997854552638489],[0.14571163826109546],[-0.006583646072525635]
[-0.05543460207701298],[0.15330569162842816],[-0.007474288029086151]
[-0.060826251627266396],[0.16023807550871047],[-0.008374706320104444]
[-0.06615283678459857],[0.1666035035647356],[-0.009282897985454225]
[-0.07141436522636704],[0.17247771038713325],[-0.010197258661209263]
[-0.07661127178912609],[0.17792224026709033],[-0.01111648403643388]
[-0.08174426612431418],[0.18298781332214573],[-0.012039500257396678]
[-0.08681423326313309],[0.18771674673023545],[-0.012965413597610456]
[-0.09182216769357107],[0.19214473221724704],[-0.013893473293595148]
[-0.09676912911479359],[0.19630216487613317],[-0.014823043591633115]
[-0.10165621247274362],[0.2002151528399852],[-0.01575358237509924]
[-0.10648452755474573],[0.20390629574049451],[-0.016684624582039734]
[-0.11125518507010376],[0.20739529286104996],[-0.017615769168932476]
[-0.1159692871826637],[0.21069942395288704],[-0.018546668739809615]
[-0.12062792112852751],[0.2138339335339273],[-0.01947702120644021]
[-0.12523215498805942],[0.2168123411137088],[-0.020406563015696343]
[-0.12978303497067334],[0.21964669391651728],[-0.02133506360005657]
[-0.13428158376567026],[0.22234777449650667],[-0.022262320792770095]
[-0.1387287996452068],[0.22492527262328113],[-0.02318815701118346]
[-0.14312565609708666],[0.2273879286121474],[-0.024112416057213513]
[-0.14747310182892312],[0.2297436536425313],[-0.025034960417731993]
[-0.15177206103014815],[0.2319996313882065],[-0.025955668972999987]
[-0.15602343381022155],[0.23416240436102922],[-0.026874435040546124]
[-0.1602280967541788],[0.2362379476663307],[-0.027791164696637293]
[-0.1643869035530512],[0.23823173232640132],[-0.028705775328898682]
[-0.1685006856785534],[0.24014877990785938],[-0.02961819438253462]
[-0.17257025308005602],[0.2419937098594809],[-0.0305283582695916]
[-0.17659639488815382],[0.24377078070748598],[-0.0314362114162384]
[-0.18057988011374307],[0.24548392604916314],[-0.032341705427449345]
[-0.18452145833489755],[0.247136786120973],[-0.03324479835201639]
[-0.1884218603663067],[0.24873273558477538],[-0.03414545403367298]
[-0.19228179890785352],[0.2502749080686302],[-0.0350436415364336]
[-0.19610196917023526],[0.25176621791141324],[-0.035939334634147405]
[-0.1998830494764946],[0.2532093794891592],[-0.03683251135582001]
[-0.20362570183902573],[0.2546069244424109],[-0.037723153579540356]
[-0.20733057251211773],[0.25596121707542335],[-0.03861124666891323]
[-0.2109982925204485],[0.25727446815788574],[-0.03949677914678336]
[-0.21462947816418285],[0.25854874732633404],[-0.040379742401777295]
[-0.21822473150148833],[0.2597859942544],[-0.041260130423811145]
[-0.22178464080938162],[0.26098802873749616],[-0.042137939565235843]
[-0.22530978102387453],[0.26215655981767433],[-0.043013168324735354]
[-0.22880071416041162],[0.2632931940575863],[-0.04388581715146926]
[-0.23225798971559208],[0.2643994430581944],[-0.04475588826727233]
[-0.23568214505115248],[0.26547673030271],[-0.045623385504997505]
[-0.23907370576115944],[0.26652639739883177],[-0.046488314161324304]
[-0.24243318602332636],[0.26754970978243137],[-0.04735068086255669]
[-0.24576108893532844],[0.2685478619381559],[-0.04821049344210922]
[-0.2490579068369475],[0.2695219821857944],[-0.049067760828531246]
[-0.2523241216188345],[0.27047313707552545],[-0.04992249294305021]
[-0.2555602050186334],[0.2714023354301935],[-0.05077470060572891]
[-0.2587666189051671],[0.2723105320684399],[-0.05162439544943127]
[-0.2619438155513435],[0.27319863123874805],[-0.05247158984087815]
[-0.26509223789639996],[0.2740674897911685],[-0.053316296808150865]
[-0.26821231979806537],[0.27491792011060795],[-0.05415852997406729]
[-0.2713044862751819],[0.275750692833034],[-0.054998303494914275]
[-0.274369153741295],[0.2765665393637211],[-0.055835632004072266]
[-0.27740673022968615],[0.27736615421470007],[-0.056670530560114105]
[-0.2804176156102934],[0.2781501971768394],[-0.05750301459900078]
[-0.28340220179893505],[0.27891929534045173],[-0.05833309989003316]
[-0.28636087295922646],[0.27967404497695736],[-0.059160802495251075]
[-0.2892940056975527],[0.280415013292928],[-0.059986138731999795]
[-0.29220196925143893],[0.2811427400667563],[-0.06080912513840972]
[-0.295085125671637],[0.2818577391772385],[-0.061629778441558064]
[-0.29794382999822727],[0.282560500032498],[-0.06244811552810197]
[-0.3007784304310155],[0.2832514889069136],[-0.06326415341719092]
[-0.303589268494488],[0.2839311501930257],[-0.06407790923548305]
[-0.3063766791975708],[0.2845999075747795],[-0.06488940019410491]
[-0.3091409911884245],[0.2852581651279072],[-0.0656986435674078]
[-0.31188252690449236],[0.28590630835275493],[-0.06650565667338602]
[-0.3146016027180057],[0.2865447051444071],[-0.06731045685563336]
[-0.3172985290771387],[0.28717370670455605],[-0.06811306146672444]
[-0.3199736106429942],[0.28779364839919735],[-0.06891348785291632]
[-0.3226271464225906],[0.28840485056589815],[-0.0697117533400742]
[-0.32525942989801104],[0.2890076192740842],[-0.07050787522073276]
[-0.3278707491518663],[0.2896022470415175],[-0.07130187074221114]
[-0.33046138698921534],[0.29018901350988835],[-0.0720937570957063]
[-0.33303162105607853],[0.29076818608221794],[-0.07288355140629481]
[-0.3355817239546725],[0.2913400205245621],[-0.07367127072377871]
[-0.3381119633554876],[0.29190476153431844],[-0.07445693201431564]
[-0.34062260210632306],[0.292462643277267],[-0.07524055215277785]
[-0.3431138983383898],[0.29301388989531746],[-0.07602214791578901]
[-0.34558610556958347],[0.2935587159867922],[-0.07680173597539107]
[-0.34803947280502756],[0.29409732706094227],[-0.07757933289329706]
[-0.35047424463497917],[0.2946299199682732],[-0.07835495511568893]
[-0.3528906613301873],[0.29515668330814493],[-0.07912861896852216]
[-0.35528895893478857],[0.29567779781501013],[-0.07990034065330179]
[-0.3576693693568209],[0.2961934367245596],[-0.0806701362432969]
[-0.3600321204564336],[0.29670376612095756],[-0.08143802168016291]
[-0.3623774361318661],[0.29720894526626956],[-0.08220401277094296]
[-0.3647055364032676],[0.29770912691311313],[-0.08296812518542189]
[-0.36701663749442354],[0.29820445760149134],[-0.08373037445380803]
[-0.3693109519124549],[0.29869507794070904],[-0.0844907759647195]
[-0.3715886885255512],[0.299181122877211],[-0.08524934496345367]
[-0.3738500526387971],[0.29966272194912924],[-0.08600609655051944]
[-0.37609524606814915],[0.30013999952827575],[-0.0867610456804137]
[-0.3783244672126176],[0.30061307505027085],[-0.08751420716062441]
[-0.38053791112470586],[0.30108206323345477],[-0.08826559565084381]
[-0.3827357695791576],[0.3015470742871893],[-0.08901522566237663]
[-0.3849182311400604],[0.30200821411012035],[-0.0897631115577289]
[-0.38708548122635256],[0.30246558447893657],[-0.0905092675503641]
[-0.3892377021757782],[0.30291928322812756],[-0.0912537077046141]
[-0.39137507330733345],[0.3033694044212158],[-0.0919964459357332]
[-0.3934977709822466],[0.3038160385139069],[-0.0927374960100845]
[-0.39560596866353104],[0.30425927250957857],[-0.09347687154544844]
[-0.39769983697415157],[0.3046991901075025],[-0.09421458601144368]
[-0.39977954375384017],[0.3051358718441726],[-0.09495065273005185]
[-0.4018452541145985],[0.30556939522808974],[-0.09568508487623752]
[-0.4038971304949218],[0.30599983486833426],[-0.0964178954786558]
[-0.4059353327127785],[0.30642726259723985],[-0.0971490974204402]
[-0.40796001801737747],[0.30685174758746214],[-0.097878703440064]
[-0.40997134113975603],[0.30727335646372234],[-0.09860672613226873]
[-0.41196945434221843],[0.30769215340948813],[-0.09933317794905397]
[-0.4139545074666548],[0.30810820026884167],[-0.10005807120072263]
[-0.4159266479817699],[0.3085215566437695],[-0.1007814180569769]
[-0.4178860210292491],[0.3089322799870977],[-0.10150323054805971]
[-0.4198327694688888],[0.30934042569128256],[-0.10222352056593731]
[-0.4217670339227182],[0.309746047173257],[-0.10294229986551887]
[-0.42368895281813684],[0.3101491959555212],[-0.10365958006590886]
[-0.42559866243009387],[0.3105499217436574],[-0.10437537265168884]
[-0.42749629692233215],[0.3109482725004377],[-0.10508968897422498]
[-0.4293819883877212],[0.31134429451668655],[-0.10580254025299837]
[-0.4312558668877009],[0.3117380324790504],[-0.10651393757695488]
[-0.43311806049085905],[0.31212952953481954],[-0.1072238919058719]
[-0.4349686953106629],[0.31251882735393915],[-0.10793241407173947]
[-0.43680789554236665],[0.3129059661883405],[-0.10863951478015325]
[-0.4386357834991142],[0.3132909849287162],[-0.10934520461171711]
[-0.44045247964725714],[0.31367392115885695],[-0.11004949402345332]
[-0.44225810264090754],[0.3140548112076619],[-0.11075239335021839]
[-0.44405276935574306],[0.3144336901989286],[-0.11145391280612268]
[-0.4458365949220836],[0.3148105920990243],[-0.11215406248595232]
[-0.4476096927572561],[0.31518554976253355],[-0.11285285236659151]
[-0.44937217459726536],[0.31555859497597455],[-0.11355029230844428]
[-0.451124150527787],[0.31592975849967075],[-0.11424639205685394]
[-0.4528657290144989],[0.3162990701078601],[-0.11494116124351929]
[-0.4545970169327672],[0.3166665586271217],[-0.11563460938790622]
[-0.4563181195967016],[0.31703225197319335],[-0.11632674589865397]
[-0.4580291407875953],[0.3173961771862531],[-0.1170175800749747]
[-0.45973018278176453],[0.3177583604647314],[-0.11770712110804593]
[-0.4614213463778005],[0.318118827197719],[-0.11839537808239459]
[-0.4631027309232495],[0.3184776019960331],[-0.11908235997727237]
[-0.4647744343407325],[0.3188347087219994],[-0.11976807566802135]
[-0.46643655315351934],[0.3191901705180071],[-0.1204525339274295]
[-0.46808918251056864],[0.3195440098338893],[-0.1211357434270754]
[-0.4697324162110468],[0.3198962484531813],[-0.12181771273866179]
[-0.47136634672833794],[0.32024690751830376],[-0.12249845033533723]
[-0.47299106523355666],[0.32059600755471807],[-0.1231779645930058]
[-0.4746066616185749],[0.32094356849409833],[-0.12385626379162423]
[-0.47621322451857423],[0.3212896096965614],[-0.12453335611648622]
[-0.4778108413341347],[0.3216341499719961],[-0.1252092496594936]
[-0.4793995982528706],[0.3219772076005296],[-0.12588395242041414]
[-0.4809795802706236],[0.3223188003521681],[-0.12655747230812586]
[-0.48255087121222356],[0.3226589455056462],[-0.12722981714184736]
[-0.4841135537518268],[0.32299765986651974],[-0.12790099465235433]
[-0.4856677094328411],[0.32333495978453236],[-0.1285710124831819]
[-0.4872134186874474],[0.3236708611702885],[-0.12923987819181285]
[-0.48875076085572694],[0.3240053795112598],[-0.12990759925085144]
[-0.49027981420440303],[0.3243385298871549],[-0.1305741830491829]
[-0.49180065594520583],[0.3246703269846776],[-0.1312396368931185]
[-0.49331336225286887],[0.3250007851117005],[-0.13190396800752618]
[-0.49481800828276573],[0.3253299182108767],[-0.1325671835369467]
[-0.49631466818819436],[0.325657739872715],[-0.1332292905466952]
[-0.49780341513731774],[0.325984263348139],[-0.13389029602394867]
[-0.4992843213297679],[0.32630950156055255],[-0.13455020687881855]
[-0.5007574580129212],[0.3266334671174315],[-0.13520902994540923]
[-0.5022228954978515],[0.3269561723214618],[-0.13586677198286218]
[-0.5036807031749699],[0.32727762918124165],[-0.13652343967638575]
[-0.5051309495293562],[0.3275978494215668],[-0.13717903963827083]
[-0.5065737021557897],[0.327916844493315],[-0.13783357840889238]
[-0.5080090277734862],[0.32823462558294664],[-0.13848706245769704]
[-0.5094369922405477],[0.3285512036216373],[-0.13913949818417667]
[-0.51085766056813],[0.3288665892940565],[-0.13979089191882824]
[-0.5122710969343358],[0.3291807930468078],[-0.14044124992409984]
[-0.513677364697839],[0.3294938250965439],[-0.1410905783953233]
[-0.5150765264112449],[0.32980569543776905],[-0.14173888346163324]
[-0.5164686438341938],[0.33011641385034274],[-0.14238617118687283]
[-0.5178537779462119],[0.33042598990669575],[-0.1430324475704863]
[-0.5192319889593167],[0.33073443297877037],[-0.14367771854839853]
[-0.5206033363303805],[0.33104175224469606],[-0.1443219899938815]
[-0.5219678787732585],[0.33134795669521105],[-0.14496526771840806]
[-0.5233256742706858],[0.33165305513983995],[-0.14560755747249324]
[-0.524676780085949],[0.3319570562128375],[-0.1462488649465227]
[-0.5260212527743362],[0.33225996837890726],[-0.14688919577156914]
[-0.5273591481943712],[0.33256179993870455],[-0.1475285555201964]
[-0.528690521518836],[0.3328625590341323],[-0.14816694970725147]
[-0.530015427245586],[0.3331622536534379],[-0.14880438379064476]
[-0.5313339192081629],[0.3334608916361186],[-0.14944086317211838]
[-0.5326460505862082],[0.33375848067764374],[-0.15007639319800312]
[-0.5339518739156839],[0.33405502833400075],[-0.15071097915996381]
[-0.5352514410989022],[0.3343505420260714],[-0.15134462629573342]
[-0.536544803414369],[0.33464502904384563],[-0.1519773397898361]
[-0.5378320115264459],[0.3349384965504793],[-0.15260912477429922]
[-0.5391131154948329],[0.33523095158620153],[-0.15323998632935454]
[-0.5403881647838777],[0.3355224010720778],[-0.15386992948412878]
[-0.5416572082717134],[0.33581285181363485],[-0.15449895921732368]
[-0.5429202942592279],[0.33610231050435174],[-0.15512708045788567]
[-0.5441774704788717],[0.33639078372902365],[-0.1557542980856653]
[-0.5454287841033023],[0.336678277967002],[-0.15638061693206665]
[-0.5466742817538743],[0.3369647995953171],[-0.15700604178068686]
[-0.5479140095089735],[0.3372503548916864],[-0.15763057736794586]
[-0.5491480129122011],[0.33753495003741424],[-0.15825422838370642]
[-0.55037633698041],[0.33781859112018603],[-0.15887699947188488]
[-0.5515990262115973],[0.338101284136762],[-0.15949889523105243]
[-0.5528161245926538],[0.33838303499557354],[-0.16011992021502722]
[-0.5540276756069761],[0.3386638495192265],[-0.16074007893345751]
[-0.5552337222419415],[0.33894373344691486],[-0.1613593758523958]
[-0.5564343069962511],[0.3392226924367477],[-0.1619778153948643]
[-0.5576294718871417],[0.33950073206799386],[-0.16259540194141175]
[-0.55881925845747],[0.3397778578432463],[-0.16321213983066168]
[-0.5600037077826716],[0.34005407519051034],[-0.1638280333598524]
[-0.5611828604775975],[0.34032938946521724],[-0.16444308678536879]
[-0.5623567567032303],[0.3406038059521679],[-0.1650573043232658]
[-0.5635254361732829],[0.34087732986740743],[-0.16567069014978428]
[-0.5646889381606813],[0.34114996636003464],[-0.16628324840185876]
[-0.5658473015039347],[0.34142172051394787],[-0.16689498317761758]
[-0.5670005646133943],[0.34169259734953045],[-0.16750589853687542]
[-0.5681487654774044],[0.3419626018252776],[-0.16811599850161843]
[-0.569291941668346],[0.34223173883936686],[-0.16872528705648193]
[-0.5704301303485764],[0.34250001323117474],[-0.16933376814922096]
[-0.571563368276267],[0.3427674297827409],[-0.16994144569117367]
[-0.5726916918111401],[0.34303399322018246],[-0.17054832355771773]
[-0.573815136920108],[0.34329970821506006],[-0.17115440558871994]
[-0.5749337391828151],[0.34356457938569723],[-0.1717596955889789]
[-0.5760475337970863],[0.34382861129845543],[-0.17236419732866126]
[-0.5771565555842822],[0.34409180846896575],[-0.1729679145437312]
[-0.5782608389945639],[0.3443541753633194],[-0.17357085093637364]
[-0.5793604181120684],[0.3446157163992182],[-0.174173010175411]
[-0.5804553266599968],[0.3448764359470866],[-0.17477439589671384]
[-0.5815455980056171],[0.3451363383311472],[-0.1753750117036053]
[-0.5826312651651832],[0.34539542783046],[-0.17597486116725952]
[-0.5837123608087706],[0.345653708679928],[-0.17657394782709415]
[-0.5847889172650329],[0.3459111850712693],[-0.17717227519115708]
[-0.5858609665258774],[0.34616786115395776],[-0.17776984673650734]
[-0.5869285402510644],[0.346423741036133],[-0.17836666590959044]
[-0.5879916697727302],[0.3466788287854807],[-0.17896273612660815]
[-0.589050386099834],[0.34693312843008467],[-0.1795580607738828]
[-0.5901047199225333],[0.34718664395925175],[-0.18015264320821625]
[-0.5911547016164865],[0.34743937932430985],[-0.18074648675724359]
[-0.5922003612470848],[0.3476913384393811],[-0.1813395947197816]
[-0.593241728573615],[0.34794252518213026],[-0.18193197036617215]
[-0.5942788330533555],[0.34819294339448953],[-0.1825236169386206]
[-0.5953117038456036],[0.348442596883361],[-0.18311453765152927]
[-0.5963403698156394],[0.34869148942129663],[-0.18370473569182597]
[-0.5973648595386243],[0.34893962474715773],[-0.18429421421928782]
[-0.5983852013034371],[0.34918700656675367],[-0.18488297636686044]
[-0.5994014231164486],[0.3494336385534612],[-0.1854710252409724]
[-0.6004135527052348],[0.34967952434882477],[-0.18605836392184516]
[-0.6014216175222313],[0.3499246675631387],[-0.18664499546379865]
[-0.6024256447483293],[0.350169071776012],[-0.1872309228955523]
[-0.6034256612964134],[0.35041274053691557],[-0.18781614922052184]
[-0.6044216938148448],[0.35065567736571407],[-0.1884006774171119]
[-0.6054137686908876],[0.3508978857531811],[-0.18898451043900422]
[-0.6064019120540822],[0.3511393691614999],[-0.18956765121544203]
[-0.6073861497795647],[0.35138013102474897],[-0.19015010265151017]
[-0.6083665074913345],[0.35162017474937374],[-0.1907318676284113]
[-0.6093430105654702],[0.3518595037146446],[-0.19131294900373824]
[-0.6103156841332962],[0.35209812127310186],[-0.19189334961174243]
[-0.6112845530844983],[0.3523360307509879],[-0.1924730722635985]
[-0.6122496420701921],[0.3525732354486671],[-0.19305211974766534]
[-0.6132109755059435],[0.352809738641034],[-0.19363049482974326]
[-0.6141685775747419],[0.35304554357791007],[-0.19420820025332775]
[-0.6151224722299276],[0.35328065348442966],[-0.1947852387398595]
[-0.6160726831980748],[0.3535150715614149],[-0.19536161298897115]
[-0.6170192339818298],[0.35374880098574063],[-0.19593732567873035]
[-0.6179621478627049],[0.35398184491068974],[-0.19651237946587968]
[-0.6189014479038311],[0.3542142064662983],[-0.19708677698607313]
[-0.6198371569526677],[0.35444588875969196],[-0.19766052085410926]
[-0.6207692976436714],[0.3546768948754133],[-0.19823361366416128]
[-0.6216978924009241],[0.3549072278757406],[-0.19880605799000386]
[-0.6226229634407215],[0.35513689080099814],[-0.19937785638523686]
[-0.6235445327741229],[0.35536588666985897],[-0.19994901138350601]
[-0.6244626222094616],[0.3555942184796393],[-0.20051952549872054]
[-0.6253772533548185],[0.3558218892065858],[-0.20108940122526783]
[-0.6262884476204585],[0.3560489018061555],[-0.2016586410382252]
[-0.6271962262212301],[0.35627525921328895],[-0.2022272473935688]
[-0.6281006101789294],[0.3565009643426762],[-0.2027952227283796]
[-0.6290016203246294],[0.3567260200890166],[-0.20336256946104678]
[-0.629899277300974],[0.3569504293272722],[-0.20392928999146814]
[-0.6307936015644386],[0.35717419491291513],[-0.204495386701248]
[-0.6316846133875577],[0.35739731968216865],[-0.2050608619538924]
[-0.6325723328611181],[0.35761980645224317],[-0.20562571809500155]
[-0.6334567798963224],[0.3578416580215662],[-0.20618995745245997]
[-0.6343379742269183],[0.3580628771700072],[-0.20675358233662386]
[-0.6352159354112986],[0.35828346665909727],[-0.20731659504050617]
[-0.6360906828345699],[0.3585034292322438],[-0.20787899783995903]
[-0.6369622357105913],[0.3587227676149404],[-0.20844079299385387]
[-0.6378306130839834],[0.3589414845149716],[-0.20900198274425924]
[-0.6386958338321085],[0.35915958262261416],[-0.2095625693166161]
[-0.6395579166670224],[0.35937706461083274],[-0.21012255491991097]
[-0.6404168801373978],[0.35959393313547217],[-0.2106819417468468]
[-0.6412727426304199],[0.35981019083544524],[-0.21124073197401141]
[-0.6421255223736555],[0.3600258403329167],[-0.2117989277620441]
[-0.642975237436895],[0.36024088423348305],[-0.21235653125579965]
[-0.6438219057339684],[0.3604553251263493],[-0.21291354458451064]
[-0.644665545024535],[0.36066916558450135],[-0.2134699698619473]
[-0.6455061729158486],[0.36088240816487516],[-0.21402580918657552]
[-0.6463438068644968],[0.3610950554085228],[-0.21458106464171273]
[-0.6471784641781165],[0.3613071098407749],[-0.21513573829568183]
[-0.6480101620170853],[0.3615185739713997],[-0.21568983220196308]
[-0.648838917396188],[0.3617294502947596],[-0.21624334839934412]
[-0.6496647471862618],[0.36193974128996437],[-0.216796288912068]
[-0.6504876681158164],[0.36214944942102123],[-0.21734865574997944]
[-0.6513076967726333],[0.36235857713698255],[-0.21790045090866914]
[-0.6521248496053421],[0.36256712687209053],[-0.2184516763696162]
[-0.6529391429249743],[0.3627751010459193],[-0.21900233410032902]
[-0.6537505929064974],[0.36298250206351457],[-0.219552426054484]
[-0.6545592155903258],[0.36318933231553047],[-0.22010195417206288]
[-0.6553650268838127],[0.36339559417836415],[-0.22065092037948822]
[-0.6561680425627202],[0.3636012900142881],[-0.2211993265897571]
[-0.6569682782726702],[0.36380642217158],[-0.22174717470257324]
[-0.6577657495305751],[0.3640109929846505],[-0.22229446660447746]
[-0.6585604717260487],[0.36421500477416874],[-0.22284120416897657]
[-0.659352460122799],[0.3644184598471857],[-0.22338738925667054]
[-0.6601417298600007],[0.36462136049725563],[-0.2239330237153782]
[-0.6609282959536505],[0.3648237090045556],[-0.22447810938026141]
[-0.6617121732979031],[0.36502550763600267],[-0.22502264807394756]
[-0.6624933766663896],[0.36522675864536985],[-0.22556664160665077]
[-0.6632719207135188],[0.3654274642733995],[-0.2261100917762914]
[-0.66404781997576],[0.3656276267479156],[-0.22665300036861427]
[-0.6648210888729096],[0.36582724828393387],[-0.2271953691573053]
[-0.66559174170934],[0.3660263310837703],[-0.22773719990410687]
[-0.6663597926752329],[0.3662248773371482],[-0.22827849435893172]
[-0.6671252558477956],[0.3664228892213034],[-0.2288192542599754]
[-0.6678881451924609],[0.3666203689010882],[-0.22935948133382747]
[-0.6686484745640721],[0.36681731852907334],[-0.22989917729558132]
[-0.6694062577080517],[0.3670137402456492],[-0.23043834384894266]
[-0.6701615082615554],[0.36720963617912467],[-0.23097698268633673]
[-0.67091423975461],[0.3674050084458255],[-0.23151509548901428]
